1	775	108	367
2	772	609	986
3	544	609	628
4	156	798	479
5	638	86	337
6	685	74	107
7	345	946	95
8	624	265	934
9	195	334	537
10	416	285	287
11	43	761	852
12	548	184	497
13	253	702	388
14	517	159	492
15	46	652	165
16	124	28	747
17	262	967	899
18	929	884	992
19	69	829	730
20	914	620	204
21	255	371	507
22	173	804	805
23	360	929	885
24	17	528	95
25	902	916	403
26	669	138	211
27	170	249	153
28	735	421	720
29	325	918	675
30	888	957	183
31	611	97	984
32	879	155	939
33	518	44	721
34	75	712	146
35	658	465	112
36	872	879	241
37	629	743	248
38	983	332	140
39	576	204	489
40	659	875	796
41	226	708	726
42	366	939	233
43	591	381	65
44	368	43	166
45	583	930	280
46	194	718	940
47	269	648	555
48	624	463	502
49	493	965	122
50	65	494	870
51	475	308	440
52	138	645	990
53	192	540	115
54	815	999	519
55	436	188	378
56	864	857	271
57	852	764	435
58	778	949	851
59	858	968	279
60	460	442	209
61	910	345	347
62	290	378	147
63	435	447	516
64	226	144	509
65	976	914	637
66	393	458	726
67	892	271	380
68	706	605	289
69	81	774	914
70	738	127	551
71	101	904	243
72	481	327	284
73	905	646	637
74	43	443	49
75	812	496	339
76	91	432	54
77	10	643	118
78	904	191	437
79	138	940	799
80	221	368	632
81	690	841	349
82	934	614	980
83	378	773	357
84	719	764	197
85	557	898	959
