1	615	785	312
2	263	108	312
3	597	550	199
4	515	665	472
5	205	559	588
6	576	665	978
7	90	530	833
8	21	168	434
9	983	895	773
10	862	428	208
11	968	206	20
12	745	850	384
13	69	914	867
14	920	504	330
15	21	286	447
16	440	320	982
17	692	650	902
18	639	177	153
19	317	695	674
20	560	156	976
21	211	469	506
22	719	291	956
23	76	385	489
24	254	92	155
25	627	305	533
26	485	184	345
27	236	379	827
28	888	753	481
29	282	998	64
30	783	635	495
31	456	694	220
32	389	602	988
33	798	741	720
34	299	271	343
35	826	109	246
36	75	983	690
37	848	307	454
38	900	665	65
39	438	701	426
40	115	463	606
41	761	668	626
42	135	958	179
43	586	159	960
44	870	960	453
45	818	934	89
46	223	924	380
47	911	538	905
48	380	264	914
49	849	123	50
50	438	760	43
51	114	900	927
52	5	363	407
53	618	458	611
54	883	137	773
55	693	705	4
56	759	702	814
57	762	163	909
58	450	21	336
59	509	110	555
60	342	610	224
61	505	490	955
62	396	382	212
63	822	323	633
64	716	33	320
65	94	366	108
66	107	704	503
67	905	466	729
68	153	122	268
69	856	47	9
70	685	337	205
71	367	409	315
72	390	482	604
73	189	112	906
74	38	202	359
75	769	826	228
76	281	983	237
77	809	438	311
78	924	230	994
79	429	733	539
80	11	927	491
81	360	264	627
82	645	318	889
83	23	22	319
84	929	419	268
85	740	105	605
