1	444	173	365
2	241	864	261
3	934	36	13
4	472	428	121
5	302	707	792
6	563	386	79
7	685	965	683
8	57	929	35
9	33	173	259
10	788	318	354
11	619	743	2
12	881	978	583
13	671	520	796
14	676	868	640
15	445	733	165
16	144	228	196
17	835	918	869
18	931	3	10
19	486	83	699
20	391	165	12
21	182	592	722
22	638	280	132
23	852	333	260
24	487	765	262
25	243	920	580
26	647	385	704
27	461	142	598
28	856	290	623
29	888	927	798
30	439	856	772
31	343	431	369
32	6	411	715
33	686	766	56
34	513	528	735
35	421	216	167
36	776	775	202
37	966	272	912
38	610	880	379
39	320	479	129
40	830	592	867
41	35	342	956
42	996	777	131
43	804	274	400
44	281	628	212
45	741	63	401
46	524	420	530
47	752	335	731
48	244	573	940
49	790	307	391
50	483	176	269
51	166	173	634
52	34	559	638
53	316	419	624
54	240	465	794
55	136	399	914
56	340	655	571
57	937	706	221
58	791	425	563
59	246	575	435
60	656	341	386
61	545	650	645
62	121	844	201
63	219	862	641
64	910	488	189
65	635	683	723
66	621	494	118
67	342	41	324
68	702	669	5
69	251	577	95
70	408	997	856
71	321	63	809
72	337	968	348
73	856	32	192
74	470	727	111
75	830	387	159
76	609	559	60
77	675	383	528
78	954	822	420
79	692	73	723
80	13	736	143
81	756	906	755
82	744	685	117
83	649	771	456
84	529	899	120
85	427	822	732
