1	104	505	424
2	771	120	955
3	998	336	743
4	50	36	717
5	994	309	19
6	947	490	776
7	147	934	314
8	339	964	74
9	186	619	494
10	372	373	51
11	51	537	532
12	316	121	104
13	823	853	93
14	797	464	753
15	369	931	954
16	36	381	363
17	328	988	252
18	973	992	700
19	236	65	437
20	853	198	84
21	576	538	735
22	16	724	918
23	62	876	24
24	520	263	823
25	468	469	418
26	370	967	26
27	889	707	155
28	591	479	544
29	737	791	617
30	165	106	777
31	399	767	29
32	617	415	141
33	825	380	307
34	829	611	921
35	941	345	470
36	68	123	503
37	251	756	980
38	882	702	892
39	178	177	66
40	179	950	135
41	231	369	465
42	15	563	480
43	123	621	89
44	430	981	720
45	983	233	489
46	852	225	173
47	165	119	867
48	709	334	943
49	73	911	38
50	29	216	845
51	979	308	873
52	744	10	34
53	17	421	925
54	533	11	334
55	406	906	487
56	893	390	204
57	173	989	820
58	331	624	288
59	789	934	169
60	245	568	816
61	787	346	202
62	913	364	772
63	347	799	775
64	379	484	947
65	593	507	476
66	959	849	962
67	46	66	21
68	565	643	372
69	32	189	537
70	42	967	855
71	412	777	821
72	345	648	998
73	908	224	95
74	539	68	764
75	403	159	297
76	955	602	87
77	903	33	1000
78	897	759	964
79	512	975	441
80	873	763	72
81	583	192	513
82	456	796	854
83	64	603	85
84	207	414	96
85	187	184	859
