1	702	160	803
2	130	440	644
3	960	354	620
4	928	796	268
5	413	987	782
6	47	613	774
7	807	822	427
8	357	53	894
9	546	259	362
10	605	179	607
11	423	489	267
12	320	577	862
13	559	665	765
14	949	979	833
15	303	90	121
16	997	912	622
17	959	836	711
18	897	962	123
19	459	803	924
20	489	772	246
21	889	778	486
22	180	257	956
23	347	984	415
24	560	327	118
25	797	385	556
26	490	104	183
27	858	447	434
28	230	506	403
29	502	337	144
30	864	417	546
31	156	446	17
32	468	716	447
33	838	836	877
34	493	112	763
35	48	236	322
36	371	667	204
37	404	311	695
38	888	609	780
39	468	32	30
40	124	79	232
41	566	477	438
42	907	740	185
43	703	166	371
44	419	472	578
45	430	283	24
46	652	200	702
47	369	887	621
48	274	925	371
49	633	770	402
50	474	175	290
51	912	688	449
52	228	315	878
53	468	13	797
54	167	455	717
55	458	262	748
56	24	278	325
57	166	317	736
58	58	139	934
59	187	330	71
60	76	666	406
61	448	472	52
62	187	567	681
63	478	870	596
64	734	462	368
65	26	949	155
66	808	436	25
67	151	867	776
68	614	920	732
69	997	587	521
70	7	635	434
71	628	902	267
72	375	794	791
73	944	947	555
74	761	847	859
75	212	84	45
76	959	171	428
77	350	145	877
78	792	799	849
79	217	762	931
80	414	548	649
81	311	787	475
82	819	827	350
83	580	486	651
84	579	834	464
85	403	467	126
