1	382	590	990
2	851	489	736
3	902	277	160
4	56	10	800
5	937	269	679
6	449	352	129
7	20	901	632
8	202	988	429
9	117	991	503
10	329	167	314
11	834	805	441
12	20	211	44
13	555	498	309
14	903	810	693
15	75	67	710
16	620	27	280
17	544	731	925
18	491	59	712
19	46	272	999
20	133	284	427
21	667	152	676
22	444	816	459
23	379	284	176
24	691	807	415
25	753	340	369
26	615	106	139
27	283	661	432
28	131	360	159
29	623	536	613
30	26	578	498
31	817	727	938
32	338	465	906
33	264	164	538
34	335	333	323
35	292	734	121
36	424	678	107
37	440	907	673
38	167	546	960
39	977	737	400
40	199	14	142
41	516	698	665
42	677	633	15
43	264	395	867
44	81	14	699
45	71	37	323
46	519	455	226
47	926	957	552
48	781	163	180
49	923	205	190
50	828	571	288
51	329	404	464
52	876	606	42
53	365	843	544
54	119	524	138
55	913	667	102
56	37	841	324
57	993	26	404
58	199	956	674
59	307	902	907
60	306	525	151
61	519	981	261
62	889	26	482
63	239	925	160
64	824	175	225
65	833	639	983
66	331	447	332
67	251	819	332
68	842	99	696
69	572	331	287
70	984	65	622
71	3	484	400
72	22	242	272
73	212	919	41
74	724	376	450
75	872	51	560
76	733	338	777
77	888	980	673
78	32	519	718
79	269	638	85
80	701	816	942
81	166	807	233
82	686	228	961
83	727	338	1
84	497	476	684
85	370	587	185
