1	8	656	72
2	556	748	77
3	748	718	721
4	785	945	936
5	887	911	410
6	875	7	928
7	682	547	440
8	77	456	746
9	535	83	372
10	528	814	6
11	160	505	647
12	464	269	41
13	781	788	519
14	560	1	266
15	226	171	501
16	244	70	978
17	364	214	204
18	337	83	555
19	809	849	194
20	720	965	180
21	850	324	302
22	536	488	587
23	436	934	153
24	400	816	270
25	594	15	783
26	609	495	730
27	494	942	584
28	56	301	239
29	455	520	244
30	315	204	767
31	488	444	842
32	602	871	361
33	734	195	288
34	61	432	222
35	252	121	295
36	8	548	842
37	660	774	50
38	362	769	991
39	67	489	938
40	934	455	535
41	145	856	808
42	452	493	617
43	896	142	649
44	80	311	896
45	981	503	617
46	804	787	476
47	565	966	577
48	446	205	473
49	501	394	143
50	311	69	537
51	486	790	674
52	260	724	286
53	883	488	670
54	308	477	513
55	879	795	905
56	334	493	337
57	87	747	941
58	625	306	707
59	394	139	219
60	117	541	840
61	462	745	807
62	650	139	232
63	640	352	695
64	396	803	739
65	639	693	255
66	395	264	534
67	539	886	76
68	679	108	738
69	725	88	414
70	360	227	803
71	289	28	574
72	751	527	917
73	708	481	763
74	747	226	408
75	780	996	676
76	578	175	890
77	725	798	873
78	892	518	955
79	377	364	869
80	338	358	418
81	484	386	401
82	841	755	522
83	627	131	673
84	327	304	270
85	982	681	499
