1	423	28	929
2	994	242	494
3	404	841	655
4	263	982	776
5	308	32	669
6	541	478	641
7	614	664	265
8	56	244	578
9	90	202	69
10	734	252	58
11	383	689	676
12	988	188	123
13	997	388	599
14	680	862	891
15	595	432	976
16	381	175	920
17	657	110	589
18	5	640	352
19	361	529	240
20	812	932	268
21	494	831	223
22	98	549	978
23	620	260	584
24	183	163	741
25	265	208	242
26	374	157	191
27	373	380	241
28	27	537	329
29	132	475	100
30	161	399	590
31	870	136	929
32	489	472	176
33	680	450	809
34	455	196	40
35	493	756	902
36	873	228	415
37	822	235	775
38	870	267	348
39	617	384	340
40	254	218	536
41	471	771	49
42	509	390	80
43	439	508	411
44	835	392	637
45	789	182	137
46	559	250	731
47	521	77	695
48	790	322	97
49	898	276	237
50	712	419	578
51	861	701	726
52	850	75	880
53	616	866	414
54	198	823	510
55	702	681	749
56	519	147	102
57	679	911	65
58	830	858	600
59	533	122	531
60	260	66	148
61	951	165	522
62	83	117	629
63	687	808	945
64	686	702	211
65	728	99	183
66	441	26	565
67	687	145	634
68	254	643	205
69	95	252	785
70	484	311	703
71	164	836	461
72	286	6	311
73	845	976	706
74	285	861	27
75	957	191	23
76	378	362	471
77	845	107	338
78	28	292	781
79	784	163	992
80	78	166	467
81	790	181	132
82	47	412	566
83	110	578	190
84	834	313	798
85	447	659	67
