1	469	919	782
2	923	727	892
3	714	610	330
4	576	439	452
5	280	243	949
6	437	967	365
7	95	391	790
8	635	866	693
9	585	798	362
10	252	199	821
11	787	942	19
12	623	227	319
13	142	883	845
14	13	19	842
15	578	186	146
16	201	314	892
17	207	155	861
18	276	165	700
19	626	227	401
20	413	992	199
21	954	340	229
22	690	862	445
23	458	596	360
24	205	1	779
25	8	832	868
26	163	443	984
27	824	319	210
28	832	437	200
29	856	911	633
30	922	712	814
31	879	988	860
32	105	822	857
33	430	572	339
34	500	589	174
35	770	506	22
36	598	873	123
37	850	360	455
38	254	702	42
39	31	352	668
40	945	466	721
41	968	579	843
42	704	158	357
43	796	7	150
44	930	811	545
45	55	1	717
46	192	740	230
47	767	253	136
48	426	128	428
49	848	247	273
50	7	135	320
51	711	511	232
52	280	625	765
53	838	29	179
54	378	122	564
55	769	366	861
56	953	443	625
57	64	894	579
58	561	816	906
59	715	925	348
60	569	187	450
61	716	916	168
62	475	330	555
63	701	370	952
64	46	524	77
65	814	454	696
66	998	857	344
67	162	442	483
68	599	805	851
69	762	859	506
70	677	802	330
71	990	781	929
72	584	581	620
73	654	11	623
74	384	307	684
75	786	146	440
76	849	750	436
77	31	919	274
78	544	180	909
79	686	228	752
80	669	880	675
81	152	330	645
82	850	166	409
83	913	975	714
84	948	184	565
85	201	545	598
