1	388	622	733
2	392	682	833
3	871	347	957
4	799	956	989
5	946	579	240
6	172	78	323
7	335	1000	529
8	977	509	32
9	556	389	39
10	858	375	96
11	891	480	720
12	48	61	911
13	863	395	987
14	138	580	597
15	777	42	777
16	593	44	855
17	489	906	128
18	187	487	72
19	430	688	511
20	519	606	806
21	967	183	164
22	751	771	882
23	872	609	920
24	101	489	617
25	410	365	586
26	86	642	146
27	272	459	185
28	1000	372	278
29	947	589	797
30	693	128	560
31	685	28	249
32	114	208	823
33	621	85	876
34	583	67	878
35	311	286	330
36	851	488	895
37	986	392	585
38	721	775	632
39	915	622	182
40	859	885	916
41	709	655	763
42	394	659	999
43	457	638	150
44	829	730	566
45	594	16	580
46	156	11	777
47	132	702	600
48	678	314	283
49	193	104	207
50	814	321	843
51	674	490	720
52	478	982	61
53	269	34	637
54	270	499	307
55	631	455	770
56	335	505	144
57	777	20	262
58	428	384	759
59	268	750	332
60	54	929	691
61	880	241	798
62	132	617	840
63	553	47	304
64	19	64	191
65	497	307	803
66	508	163	549
67	341	971	903
68	463	259	7
69	582	397	486
70	970	250	255
71	370	823	244
72	837	651	308
73	928	955	591
74	871	858	449
75	821	109	370
76	963	475	120
77	479	31	274
78	785	821	154
79	44	481	508
80	840	172	674
81	147	369	777
82	404	265	107
83	690	574	927
84	983	785	778
85	9	599	787
