1	960	490	931
2	194	689	822
3	432	716	758
4	307	729	673
5	91	288	536
6	55	499	382
7	339	373	988
8	323	262	379
9	934	719	955
10	222	192	24
11	976	33	347
12	260	962	863
13	284	903	337
14	87	841	758
15	919	976	293
16	335	280	18
17	724	594	624
18	769	986	561
19	11	289	491
20	580	574	976
21	208	133	388
22	746	330	129
23	960	957	902
24	385	839	267
25	767	819	686
26	569	623	740
27	307	459	954
28	653	320	926
29	399	868	551
30	916	422	642
31	76	321	988
32	939	266	433
33	751	29	141
34	57	566	657
35	906	535	949
36	414	474	967
37	780	676	866
38	648	548	594
39	797	485	886
40	244	142	998
41	30	111	335
42	162	403	967
43	786	59	681
44	110	479	469
45	269	743	279
46	506	559	826
47	581	458	171
48	371	47	972
49	445	702	64
50	493	203	213
51	646	467	61
52	700	304	365
53	318	638	750
54	848	115	452
55	159	144	420
56	794	35	275
57	767	641	385
58	639	602	399
59	256	773	79
60	117	592	134
61	419	844	102
62	750	843	583
63	742	781	365
64	725	619	35
65	777	687	583
66	128	618	195
67	892	904	343
68	535	111	647
69	304	168	701
70	92	404	630
71	790	167	266
72	646	120	496
73	665	324	788
74	616	290	451
75	886	96	583
76	643	614	598
77	622	253	801
78	777	508	941
79	514	181	987
80	356	119	957
81	934	92	587
82	527	354	787
83	922	709	367
84	632	354	796
85	665	26	906
