1	965	28	935
2	802	2	896
3	503	346	541
4	891	358	481
5	327	409	763
6	794	799	269
7	842	934	298
8	426	178	701
9	979	542	458
10	163	328	114
11	411	855	46
12	842	260	17
13	895	548	461
14	342	755	871
15	357	172	853
16	100	421	594
17	707	601	992
18	947	727	256
19	319	506	194
20	641	524	392
21	671	235	951
22	108	119	474
23	233	2	366
24	737	108	150
25	311	481	927
26	58	858	726
27	644	933	109
28	246	512	964
29	124	887	391
30	598	596	737
31	466	935	797
32	292	943	178
33	329	804	4
34	781	458	97
35	920	454	42
36	922	965	712
37	586	943	920
38	407	864	158
39	799	227	693
40	103	553	528
41	225	709	459
42	955	383	670
43	871	240	362
44	676	702	451
45	368	322	662
46	331	531	944
47	571	871	730
48	332	667	134
49	498	68	94
50	868	816	574
51	487	968	230
52	517	984	247
53	712	378	896
54	927	105	441
55	121	365	535
56	474	964	157
57	618	914	687
58	297	886	919
59	478	836	488
60	31	803	310
61	434	149	496
62	915	708	939
63	595	448	872
64	273	615	452
65	743	866	666
66	787	183	157
67	744	438	813
68	40	191	179
69	477	132	443
70	415	118	723
71	713	60	253
72	786	916	911
73	425	777	31
74	301	838	185
75	371	602	819
76	151	8	731
77	695	927	267
78	331	91	699
79	196	829	44
80	50	351	515
81	31	930	829
82	714	799	685
83	113	150	946
84	291	636	203
85	744	142	975
