1	774	476	839
2	670	229	982
3	997	836	949
4	557	304	188
5	855	170	506
6	674	332	572
7	38	830	272
8	96	77	669
9	618	30	962
10	302	215	472
11	495	626	685
12	919	139	52
13	420	553	157
14	979	168	446
15	735	500	997
16	656	886	663
17	456	271	762
18	272	466	792
19	229	27	912
20	244	736	268
21	451	862	358
22	329	895	767
23	698	67	466
24	352	1	444
25	375	600	207
26	196	456	753
27	362	692	446
28	316	432	835
29	102	550	50
30	342	480	452
31	912	740	972
32	753	84	355
33	274	317	779
34	860	194	956
35	942	375	157
36	639	486	565
37	927	110	299
38	883	349	332
39	717	653	664
40	869	732	726
41	101	540	425
42	999	720	403
43	859	168	531
44	416	36	902
45	127	689	289
46	224	777	454
47	536	794	663
48	794	410	407
49	464	924	457
50	295	172	156
51	175	29	666
52	907	742	350
53	872	194	594
54	235	110	517
55	363	620	377
56	452	163	363
57	168	651	824
58	938	674	79
59	44	242	600
60	661	690	416
61	583	787	467
62	295	458	677
63	962	800	331
64	433	85	591
65	98	136	613
66	951	444	251
67	258	540	3
68	235	431	505
69	693	792	131
70	547	527	117
71	795	791	238
72	459	498	694
73	158	487	303
74	230	741	134
75	710	59	457
76	159	660	445
77	194	862	666
78	827	833	244
79	61	419	773
80	701	241	318
81	727	747	781
82	547	257	75
83	437	293	461
84	183	647	616
85	64	676	702
